uuid,division,collection,title,typeOfResource,genre,date,identifier,location,total
5db7ad80-c52a-012f-0a4c-3c075448cc4b,Lionel Pincus and Princess Firyal Map Division,Maps of North America.,1,1,0,1,1,1,5
d7cac480-c52a-012f-b006-3c075448cc4b,Lionel Pincus and Princess Firyal Map Division,Maps of North America.,1,1,0,1,1,1,5
05a920b0-c52b-012f-bd3f-3c075448cc4b,Lionel Pincus and Princess Firyal Map Division,Maps of North America.,1,1,1,1,1,1,6
4f409800-c52b-012f-29cb-3c075448cc4b,Lionel Pincus and Princess Firyal Map Division,Maps of North America.,1,1,0,1,1,1,5
b8d50ee0-c52b-012f-0ac7-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
c55fe1b0-c52b-012f-904b-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
d188b580-c52b-012f-b33f-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
dd8be660-c52b-012f-5e86-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
ea454890-c52b-012f-f1b1-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,1,1,1,6
a1fab0f0-c52b-012f-d0e9-3c075448cc4b,Lionel Pincus and Princess Firyal Map Division,Maps of North America.,1,1,0,1,1,1,5
06a46c70-c52c-012f-5321-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
189f3900-c52c-012f-611d-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,1,1,1,6
2a7d2370-c52c-012f-f6fa-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
37178db0-c52c-012f-7099-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
43288120-c52c-012f-8a4e-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
50347030-c52c-012f-e921-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
5b31f5b0-c52c-012f-8924-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,1,1,1,6
66068000-c52c-012f-e5f6-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,1,1,1,6
701103a0-c52c-012f-1fb9-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
7a901040-c52c-012f-de56-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
86890560-c52c-012f-dbeb-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
93105e50-c52c-012f-fb1d-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
a054d030-c52c-012f-acb4-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
ac29cae0-c52c-012f-86b8-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
b8375730-c52c-012f-1769-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
c26d51d0-c52c-012f-413f-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
cdd9ec90-c52c-012f-82a6-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
daca0ab0-c52c-012f-4a08-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
f052fad0-c52c-012f-65a7-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
fc2b93d0-c52c-012f-ee7f-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
06d42700-c52d-012f-572e-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
0e66db80-c52d-012f-491d-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
1660aae0-c52d-012f-8d50-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
1db1a310-c52d-012f-db5d-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
265153e0-c52d-012f-bd26-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
2e677bd0-c52d-012f-c7d5-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
35f1d930-c52d-012f-fc53-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
46137b00-c52d-012f-d92e-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
4dc6d1e0-c52d-012f-2a43-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
55c25ee0-c52d-012f-15a3-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
5d89ad80-c52d-012f-f713-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
655c87b0-c52d-012f-134e-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
6d0c8df0-c52d-012f-8c0f-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
7631a960-c52d-012f-ade9-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
7e7ba910-c52d-012f-a1f6-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
86b93200-c52d-012f-9d24-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
961594d0-c52d-012f-0db4-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
9d1f6210-c52d-012f-bf5e-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
a4943e60-c52d-012f-5721-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
ab6bc0e0-c52d-012f-d760-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
b3345600-c52d-012f-cc48-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
c3600000-c52d-012f-8d69-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
cb397b30-c52d-012f-1ccb-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
dd4f6c90-c52d-012f-eec3-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
e7751d00-c52d-012f-5ee6-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
f193b5a0-c52d-012f-423d-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
fb9384d0-c52d-012f-6fe8-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
0fd72090-c52e-012f-ce90-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
19c60da0-c52e-012f-fb2e-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
22441750-c52e-012f-d2e1-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
2b4bc850-c52e-012f-a00e-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
33b710c0-c52e-012f-e74c-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
3b194d20-c52e-012f-1d27-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
43687500-c52e-012f-4191-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
4b391f80-c52e-012f-1041-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
53d59360-c52e-012f-adf6-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
5b086060-c52e-012f-b5c3-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
61b21d10-c52e-012f-517e-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
68507970-c52e-012f-34e0-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
6dfdc2c0-c52e-012f-3d8f-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,1,0,1,5
7425c5e0-c52e-012f-3325-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
7a598720-c52e-012f-c3c6-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
7fbd6380-c52e-012f-b9cb-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
847dbe60-c52e-012f-70cd-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
897b98d0-c52e-012f-ada0-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
8e3fd2c0-c52e-012f-faba-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
93206d20-c52e-012f-131e-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,0,0,1,4
981a3490-c52e-012f-f292-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
9d36f6b0-c52e-012f-42f5-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
a1eeb800-c52e-012f-3132-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,0,0,1,4
a635b610-c52e-012f-1fc4-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
aa3db0e0-c52e-012f-d78c-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
ae5bc450-c52e-012f-8c84-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
b2b4d590-c52e-012f-10ab-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
b6d12100-c52e-012f-3b50-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
baf7c950-c52e-012f-1d1b-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
bf3c9b50-c52e-012f-e3d3-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
c3445620-c52e-012f-4c5b-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
c7415d80-c52e-012f-0095-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
cb1e8aa0-c52e-012f-bcef-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
cefebd70-c52e-012f-75df-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
d35062e0-c52e-012f-fcbb-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
d7dd3700-c52e-012f-4634-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
dbe8d4c0-c52e-012f-b03a-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
dff6eef0-c52e-012f-b40e-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
e4562ad0-c52e-012f-c70f-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,0,0,1,4
e8968fe0-c52e-012f-a6fb-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,1,1,1,1,6
ecdd1dc0-c52e-012f-daf4-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
f125faf0-c52e-012f-65ac-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,0,1,1,1,5
f5491d40-c52e-012f-f046-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
f96a14f0-c52e-012f-783f-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
fda69770-c52e-012f-7a24-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
01f44a00-c52f-012f-71de-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
05e00020-c52f-012f-488f-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
09fba8c0-c52f-012f-402e-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
0dcbe1c0-c52f-012f-5823-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
11d76d30-c52f-012f-2faf-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
15952570-c52f-012f-be1d-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,0,1,1,1,5
18c2be90-c52f-012f-be30-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,0,1,1,5
1c473df0-c52f-012f-5239-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,0,1,1,5
1fb4ebd0-c52f-012f-9af8-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,1,0,1,5
231a0260-c52f-012f-c508-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
26b9a620-c52f-012f-4963-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
2a07b960-c52f-012f-9868-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
2d71de00-c52f-012f-94e7-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
310b7fb0-c52f-012f-710d-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
348ae7b0-c52f-012f-7b33-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
37ed7600-c52f-012f-8c8f-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
3b44f980-c52f-012f-cc14-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
3e8e8090-c52f-012f-8717-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
41a59800-c52f-012f-6926-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,0,1,1,1,5
451be7a0-c52f-012f-efdf-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
4889dd40-c52f-012f-3732-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
4bfceb80-c52f-012f-ea78-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,0,1,1,1,5
4f5c0f40-c52f-012f-6eaa-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
5302a280-c52f-012f-e4e3-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
563d9410-c52f-012f-838c-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
5953eef0-c52f-012f-aaf7-58d385a7bc34,General Research Division,The Vinkhuijzen collection of military uniforms,1,1,0,0,1,1,4
5c366410-c52f-012f-5227-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
5f487490-c52f-012f-e7b6-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
62556090-c52f-012f-9e4a-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
6579c520-c52f-012f-b7fe-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,1,1,1,1,6
68bdfe00-c52f-012f-554f-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
6bf798f0-c52f-012f-eb28-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
6ee5ba50-c52f-012f-0292-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,1,0,1,5
71f180d0-c52f-012f-7ee1-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
74e619d0-c52f-012f-5a7b-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,0,0,1,4
7b0ab810-c52f-012f-62a1-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,0,0,1,4
7e2f2570-c52f-012f-e5f0-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
817bbf00-c52f-012f-87bd-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
875c99a0-c52f-012f-accb-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
89efc280-c52f-012f-342d-58d385a7bc34,General Research Division,The Vinkhuijzen collection of military uniforms,1,1,1,0,1,1,5
8c8f3f60-c52f-012f-561d-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
91487bc0-c52f-012f-d2a1-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
93f41f00-c52f-012f-ead8-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
96b4b2d0-c52f-012f-cfbc-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
993e4500-c52f-012f-483e-58d385a7bc34,Dorot Jewish Division,"Yizkor Book Collection -- deprecated, old structure",1,1,1,0,1,1,5
9be8e790-c52f-012f-4724-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
a1c60ad0-c52f-012f-57ec-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
a4d74450-c52f-012f-df92-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
a7f86180-c52f-012f-d852-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
addf8210-c52f-012f-baf2-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,1,1,1,1,6
b3790f50-c52f-012f-46f9-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
b66d2250-c52f-012f-5e89-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
b9ab88d0-c52f-012f-f4b5-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,1,1,1,1,6
bf49f6a0-c52f-012f-d649-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
c204f060-c52f-012f-9057-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
caba8c20-c52f-012f-5eba-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
cdb79450-c52f-012f-9d3f-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
d05a5990-c52f-012f-5a60-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
d3366fd0-c52f-012f-7655-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
d60ad300-c52f-012f-2fdc-58d385a7bc34,General Research Division,The Vinkhuijzen collection of military uniforms,1,1,0,1,1,1,5
d8cc3120-c52f-012f-cd15-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
db7c7f10-c52f-012f-f676-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,1,1,1,1,6
de1050a0-c52f-012f-27c4-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
e0c71290-c52f-012f-f301-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
e39370f0-c52f-012f-0b7e-58d385a7bc34,Music Division,Dictionary catalog of the music collection,1,1,1,1,1,1,6
e64dffd0-c52f-012f-2309-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,1,1,1,6
e8e03de0-c52f-012f-ffc5-58d385a7bc34,General Research Division,The Vinkhuijzen collection of military uniforms,1,1,1,1,1,1,6
eb6044c0-c52f-012f-b509-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
edda8b60-c52f-012f-5935-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,1,1,1,6
f2c80610-c52f-012f-4671-58d385a7bc34,Music Division,Dictionary catalog of the music collection,1,1,1,1,1,1,6
f55befc0-c52f-012f-4266-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
f7d55a50-c52f-012f-834a-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
fa5dc4d0-c52f-012f-cd82-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Photography Collection",Robert N. Dennis collection of stereoscopic views,1,1,1,0,1,1,5
fd223530-c52f-012f-36e2-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
ff962ee0-c52f-012f-7f64-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
023f3b30-c530-012f-0d52-58d385a7bc34,Rare Book Division,Buttolph collection of menus,1,1,1,1,0,1,5
04d9d400-c530-012f-adf9-58d385a7bc34,General Research Division,The Vinkhuijzen collection of military uniforms,1,1,1,1,1,1,6
07970330-c530-012f-339d-58d385a7bc34,Manuscripts and Archives Division,"Thomas Addis Emmet collection, 1483-1876, bulk (1700-1800)",1,1,0,1,1,1,5
0a19c110-c530-012f-4ab5-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,1,1,1,1,6
11c636e0-c530-012f-7c06-58d385a7bc34,Music Division,Dictionary catalog of the music collection,1,1,1,1,1,1,6
143c3db0-c530-012f-8592-58d385a7bc34,Music Division,Dictionary catalog of the music collection,1,1,1,1,1,1,6
16ce7a80-c530-012f-dec7-58d385a7bc34,Manuscripts and Archives Division,NYWF Index Card Collection,1,1,0,0,0,1,3
1952a210-c530-012f-a66d-58d385a7bc34,Billy Rose Theatre Division,Billy Rose Theatre Collection photograph file,1,1,1,0,0,1,4
1bdd3020-c530-012f-132b-58d385a7bc34,Art and Picture Collection,Mid-Manhattan Picture Collection,1,1,0,1,1,1,5
1e60b980-c530-012f-540d-58d385a7bc34,George Arents Collection,Cigarette cards,1,1,1,0,1,1,5
21043d60-c530-012f-bd23-58d385a7bc34,Rare Book Division,Buttolph collection of menus,1,1,1,1,0,1,5
23970930-c530-012f-5684-58d385a7bc34,Music Division,Dictionary catalog of the music collection,1,1,1,1,1,1,6
265f72d0-c530-012f-fe84-58d385a7bc34,Music Division,Dictionary catalog of the music collection,1,1,1,1,1,1,6
293ecd00-c530-012f-5a17-58d385a7bc34,"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs: Print Collection",Print Collection portrait file,1,1,1,0,0,1,4
2bdcc080-c530-012f-1e53-58d385a7bc34,Rare Book Division,Buttolph collection of menus,1,1,1,1,0,1,5
2eb6b580-c530-012f-df2d-58d385a7bc34,"Irma and Paul Milstein Division of United States History, Local History and Genealogy","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library",1,1,1,1,1,1,6
